% Model,Untitled.mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Version,COMSOL 5.6.0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Date,"Aug 2 2024, 10:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Dimension,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Nodes,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Expressions,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Description,Liquid volume fraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Length unit,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Y,t=0h,t=3h,t=6h,t=9h,t=12h,t=15h,t=18h,t=21h,t=24h,t=27h,t=30h,t=33h,t=36h,t=39h,t=42h,t=45h,t=48h,t=51h,t=54h,t=57h,t=60h,t=63h,t=66h,t=69h,t=72h,t=75h,t=78h,t=81h,t=84h,t=87h,t=90h,t=93h,t=96h,t=99h,t=102h,t=105h,t=108h,t=111h,t=114h,t=117h,t=120h
90,-9.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
0,-5,0.43,0.43,0.43,0.43,0.43,0.429264461,0.408262635,0.401520464,0.393550443,0.385915227,0.380373674,0.373797732,0.368950308,0.362857432,0.358833272,0.354760427,0.349255785,0.343480145,0.339421457,0.336720424,0.33441094,0.331927641,0.329002203,0.325574138,0.32174174,0.317519177,0.313132245,0.309172595,0.305973394,0.303269601,0.300595895,0.298125576,0.295668326,0.293224913,0.290798169,0.288405647,0.286028722,0.283770288,0.281529626,0.279528424,0.277578563
10,-5,0.43,0.43,0.43,0.43,0.43,0.429264287,0.408265358,0.401520085,0.393549898,0.385918308,0.380374613,0.373797236,0.368951076,0.362857785,0.358831717,0.354759941,0.349256535,0.34348065,0.339418624,0.336714534,0.334405167,0.331924575,0.329002123,0.325575902,0.321743317,0.317519966,0.313132695,0.30917296,0.305973617,0.303269702,0.300595882,0.298125539,0.295668266,0.29322483,0.290798065,0.288405546,0.286028624,0.283770202,0.281529551,0.279528366,0.277578523
20,-5.5,0.43,0.43,0.43,0.43,0.43,0.43,0.422019159,0.408333888,0.400510561,0.391461335,0.386188341,0.380288841,0.375247469,0.368990427,0.366374762,0.362073344,0.355193143,0.349235474,0.34627587,0.344609975,0.342843289,0.340541591,0.337607651,0.333884416,0.329280543,0.323918441,0.318580633,0.314305242,0.311213732,0.308484013,0.305768909,0.303106333,0.300456731,0.297821145,0.295195186,0.292536739,0.28989581,0.287424525,0.284973913,0.282919724,0.280943363
30,-6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42287139,0.408933692,0.397028689,0.390881049,0.387635847,0.380573189,0.374535434,0.374245655,0.368968901,0.359871726,0.354166264,0.352942849,0.352690841,0.351694745,0.349719674,0.346727673,0.342268419,0.336007525,0.328762043,0.322371784,0.317997769,0.315101978,0.312260783,0.3094168,0.30644097,0.303479443,0.300533749,0.297589259,0.294518721,0.291470409,0.288718207,0.285993121,0.283950899,0.282034671
40,-6.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.403844482,0.394359871,0.398099179,0.384039917,0.380274419,0.383573392,0.374778245,0.362274225,0.358690339,0.360986443,0.362562861,0.362169115,0.360289498,0.356886318,0.350800808,0.341418331,0.331416893,0.324200823,0.320024302,0.317244746,0.314130378,0.310996112,0.307530097,0.304082615,0.300656113,0.297221146,0.293526423,0.289864642,0.286773579,0.283722435,0.281848955,0.280183955
50,-7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.39586223,0.413368467,0.384632539,0.387494384,0.395717578,0.3791567,0.362592586,0.363746377,0.370512555,0.374215643,0.374954674,0.373690036,0.369475537,0.359478329,0.34421814,0.330809193,0.323808939,0.320112114,0.317041861,0.313391117,0.309707487,0.30549991,0.301321933,0.297177752,0.293016661,0.288408288,0.283857412,0.280418882,0.277043436,0.275635405,0.274566653
60,-7.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.429999819,0.381427879,0.399648094,0.41179887,0.37841619,0.359927729,0.37110353,0.384246412,0.390326563,0.392546727,0.392141174,0.385952986,0.367261204,0.342326529,0.326179328,0.320797821,0.317143923,0.313080906,0.308653452,0.304182423,0.298934687,0.293744188,0.2886181,0.283476658,0.277646276,0.271928258,0.268296623,0.264763595,0.264326095,0.264417556
70,-8,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.429975633,0.352538878,0.353068821,0.382648825,0.403933381,0.412458503,0.416289778,0.416729518,0.40772793,0.371190566,0.332673751,0.317040651,0.313492049,0.308709545,0.303365282,0.298080162,0.292737568,0.286160346,0.279705123,0.273382578,0.267079347,0.259853474,0.252849845,0.249462862,0.246214715,0.24740902,0.249382504
80,-8.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.428760653,0.355918367,0.307967815,0.301633718,0.299062522,0.292507474,0.286389715,0.280242177,0.274035629,0.265997084,0.258211266,0.250688199,0.243282192,0.234841599,0.226800005,0.224335373,0.222037303,0.225370971,0.229786485
90,-9,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
0,-4.5,0.43,0.43,0.43,0.43,0.43,0.413580877,0.402254862,0.394933094,0.386955437,0.37975638,0.373627825,0.36700191,0.361704299,0.35589212,0.35111903,0.346778538,0.341911788,0.336646986,0.332165985,0.32870025,0.325822479,0.323090007,0.320168549,0.316965571,0.313533978,0.309923099,0.306202679,0.302635549,0.299495111,0.296814758,0.294174533,0.291823148,0.289485714,0.287162822,0.284862076,0.28264041,0.280433853,0.278329978,0.276242874,0.27431313,0.27242097
10,-4.5,0.43,0.43,0.43,0.43,0.43,0.413580576,0.402255729,0.394932687,0.386955198,0.379757788,0.373628674,0.367001693,0.361704363,0.355892513,0.351118285,0.346777963,0.34191201,0.336647444,0.332165026,0.328697302,0.325818724,0.32308705,0.320167308,0.31696608,0.313535109,0.309923932,0.306203065,0.302635748,0.299495253,0.296814838,0.294174555,0.291823149,0.289485694,0.287162782,0.284862017,0.282640347,0.280433786,0.278329916,0.276242817,0.274313082,0.272420931
20,-5,0.43,0.43,0.43,0.43,0.43,0.429264542,0.408281451,0.401518128,0.393547044,0.385923767,0.380380956,0.373798554,0.368935042,0.362874648,0.358875653,0.354717541,0.349149994,0.343460212,0.339474117,0.336743831,0.334367384,0.331841837,0.328926271,0.32554189,0.321734507,0.317504072,0.313103724,0.309150625,0.305968834,0.303271662,0.300603991,0.298133783,0.295676639,0.293233328,0.290806586,0.288413203,0.286035426,0.283775793,0.281533938,0.27953125,0.277579868
30,-5.5,0.43,0.43,0.43,0.43,0.43,0.43,0.42218188,0.408341497,0.400451437,0.391365471,0.386224278,0.38031227,0.375357379,0.368979604,0.366335558,0.362118028,0.355273127,0.34926183,0.346218047,0.344522339,0.342781749,0.340526353,0.337622276,0.3339026,0.329286931,0.323916976,0.318579493,0.314306751,0.311216813,0.308486911,0.305771618,0.303108763,0.300458883,0.297823022,0.295196792,0.292538106,0.28989694,0.287425385,0.284974505,0.282919988,0.280943292
40,-6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.424377859,0.409506161,0.396632051,0.391384835,0.387826933,0.380690887,0.374563029,0.374264429,0.368829033,0.359675947,0.354131294,0.353281264,0.353117418,0.351954533,0.349755118,0.346646655,0.34220839,0.336016949,0.328797657,0.322383256,0.31797991,0.315073788,0.312235802,0.309394939,0.306421316,0.303461985,0.300518474,0.297576124,0.29450747,0.291461022,0.28871113,0.285988334,0.283948995,0.282035725
50,-6.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.404693103,0.393876822,0.397843355,0.384031963,0.380324035,0.383594369,0.374824978,0.362336682,0.358768691,0.361020807,0.362547848,0.362132855,0.360259857,0.356874343,0.350786696,0.341379315,0.331371589,0.324186232,0.320038969,0.317265459,0.314147596,0.31101001,0.307542501,0.304093533,0.300665553,0.297229125,0.293532981,0.289869799,0.286776902,0.283723943,0.281848214,0.28018091
60,-7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.395450054,0.413299388,0.384213618,0.388107225,0.39564949,0.378539545,0.362274803,0.364099907,0.371082803,0.374524871,0.375015254,0.373637086,0.369415168,0.359471253,0.344230157,0.330807842,0.323789208,0.320088534,0.317025428,0.313378879,0.309699158,0.305492512,0.301315461,0.297172198,0.293011997,0.288404352,0.283854192,0.280416501,0.277041881,0.275634782,0.274566976
70,-7.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.429895632,0.38165191,0.401026876,0.411170979,0.376750316,0.358599291,0.371283623,0.384815881,0.390687218,0.39272771,0.39220127,0.385950611,0.367504682,0.342675546,0.326300453,0.320657436,0.316963383,0.312969407,0.308569798,0.304124497,0.298881215,0.293695163,0.288573491,0.283436821,0.277614775,0.271904832,0.26828436,0.264762277,0.264337758,0.264442592
80,-8,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.356183034,0.354726412,0.379446369,0.402085617,0.411950286,0.416204997,0.416731848,0.407742228,0.370760245,0.332345182,0.31709469,0.313707308,0.308876232,0.303456793,0.298150786,0.292789014,0.286208223,0.279749446,0.273423387,0.267116099,0.259880924,0.252868478,0.249471304,0.246213246,0.247396755,0.249359054
90,-8.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.428894278,0.355298584,0.307902877,0.301898702,0.299238682,0.292614398,0.286465328,0.280305879,0.274088395,0.266046477,0.258257321,0.250730988,0.243320845,0.23486796,0.226815102,0.224339089,0.222029958,0.225351772,0.229754641
0,-4,0.43,0.43,0.43,0.43,0.416643773,0.405707663,0.395990578,0.387940853,0.379853681,0.372530378,0.365884901,0.359271041,0.353506557,0.347822257,0.342688649,0.338050929,0.333407801,0.328560629,0.32401921,0.320127517,0.316803054,0.313794773,0.310823637,0.307768777,0.304585886,0.301318341,0.298013611,0.294782657,0.291788083,0.289155669,0.286568417,0.284299372,0.282045592,0.279807533,0.277595575,0.275489728,0.273399273,0.271410406,0.269438279,0.267582956,0.265758593
10,-4,0.43,0.43,0.43,0.43,0.416643765,0.40570749,0.395990743,0.387940548,0.379853592,0.372530953,0.365885555,0.359270996,0.353506423,0.347822485,0.342688345,0.33805048,0.333407727,0.328560889,0.324018995,0.32012621,0.316800889,0.313792524,0.31082212,0.307768434,0.304586386,0.301319024,0.298014061,0.29478289,0.291788205,0.289155742,0.286568444,0.284299383,0.282045588,0.279807513,0.277595541,0.275489689,0.273399228,0.271410362,0.269438236,0.267582917,0.265758559
20,-4.5,0.43,0.43,0.43,0.43,0.43,0.413579599,0.402261361,0.394930573,0.386954815,0.379760221,0.37363205,0.367003439,0.361696874,0.355896035,0.35114339,0.346769291,0.341853932,0.33660955,0.332180753,0.328724649,0.325816753,0.323047981,0.320115473,0.316928623,0.313520534,0.309917256,0.306190406,0.30262116,0.29948723,0.296811959,0.29417642,0.291825862,0.289489243,0.287167155,0.284867102,0.282645209,0.280438427,0.278333923,0.276246187,0.274315576,0.272422519
30,-5,0.43,0.43,0.43,0.43,0.43,0.42927656,0.408350896,0.401510946,0.393530989,0.385884102,0.380387509,0.373817342,0.36899681,0.362886242,0.358852359,0.354730625,0.34919679,0.343491013,0.33945601,0.33669379,0.334319572,0.331818016,0.328925913,0.32555351,0.32174283,0.317505391,0.313102189,0.309149986,0.305969923,0.303273041,0.300605621,0.298135281,0.295678006,0.293234566,0.290807692,0.288414157,0.28603623,0.283776429,0.281534407,0.279531518,0.277579932
40,-5.5,0.43,0.43,0.43,0.43,0.43,0.43,0.423622181,0.408508108,0.399998244,0.391474661,0.386489623,0.380441028,0.375486874,0.368997022,0.366352743,0.362053536,0.355158287,0.349194864,0.346353441,0.344775456,0.342991341,0.340607685,0.337602049,0.333852399,0.329271845,0.323934552,0.318596591,0.314306851,0.31120389,0.308473167,0.305757232,0.303095615,0.300446968,0.297812332,0.295187321,0.292529877,0.289889941,0.287419836,0.284970395,0.282917663,0.280942795
50,-6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.423784082,0.409700417,0.397022486,0.391075527,0.38767992,0.38060923,0.374589693,0.374279047,0.36885498,0.359709926,0.354178486,0.353311623,0.353117243,0.351934495,0.349732335,0.346632635,0.342199919,0.335998664,0.328769717,0.322363894,0.317978618,0.31508284,0.31224495,0.309404099,0.306429594,0.303469385,0.300525001,0.29758178,0.294512214,0.291464865,0.288713837,0.285989914,0.283949167,0.282034454
60,-6.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.428947286,0.405080212,0.393689075,0.397845023,0.383651615,0.380598149,0.383642655,0.374491381,0.362093226,0.358875933,0.361358089,0.362802498,0.362217844,0.360224712,0.356811642,0.350766234,0.341385927,0.331375301,0.324177094,0.320024288,0.317253339,0.314138224,0.311003217,0.307536528,0.304088373,0.300661202,0.297225548,0.293529938,0.289867282,0.286774944,0.283722536,0.281847429,0.280180753
70,-7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.39511253,0.413028007,0.384229536,0.388823014,0.395446885,0.377519926,0.361472354,0.363994397,0.371420151,0.374815388,0.375159713,0.373664777,0.369393478,0.359564646,0.344431763,0.330948631,0.323757983,0.319978252,0.316937058,0.313311253,0.309650875,0.30544888,0.301276465,0.297137806,0.292982243,0.288379902,0.283834945,0.280404583,0.277037196,0.275639021,0.274580384
80,-7.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.381517311,0.398364415,0.412081823,0.379259643,0.359679671,0.369811261,0.38329755,0.390080417,0.392625427,0.392248723,0.38600401,0.367340874,0.342441054,0.326241059,0.320782201,0.317107717,0.313056457,0.30863424,0.304168035,0.298920912,0.293731037,0.288605577,0.283464953,0.277637056,0.271921445,0.268293708,0.264764511,0.264331864,0.264428368
90,-8,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.429838603,0.354249459,0.356146737,0.378114498,0.400893297,0.411418132,0.41599106,0.416658867,0.407740794,0.370490467,0.332113928,0.317138625,0.313876128,0.309007771,0.303530057,0.298207858,0.292831226,0.286247805,0.279786395,0.273457726,0.267147304,0.259904115,0.252884075,0.249477748,0.246210784,0.247384369,0.249336354
0,-3.5,0.43,0.43,0.43,0.426941709,0.408608744,0.398554474,0.388744016,0.379958617,0.371592328,0.363926175,0.356893125,0.350205044,0.344127945,0.338432376,0.33314268,0.328288467,0.323668291,0.31908442,0.314649363,0.310597738,0.306989609,0.303736252,0.300674009,0.297692255,0.294686444,0.291647156,0.288605561,0.285624789,0.282797458,0.280241587,0.277732316,0.275533244,0.273350938,0.271185734,0.269049162,0.267031162,0.265029248,0.263131626,0.26125117,0.259468509,0.257713921
10,-3.5,0.43,0.43,0.43,0.426940776,0.408608724,0.398554324,0.388743919,0.379958409,0.371592265,0.363926362,0.356893554,0.35020511,0.344127806,0.338432449,0.333142573,0.328288189,0.323668114,0.319084485,0.314649361,0.310597247,0.306988518,0.303734818,0.30067272,0.297691537,0.294686389,0.291647503,0.28860597,0.285625093,0.282797625,0.280241692,0.277732362,0.275533273,0.273350951,0.271185731,0.269049144,0.267031138,0.265029218,0.263131595,0.261251138,0.259468478,0.257713892
20,-4,0.43,0.43,0.43,0.43,0.416644786,0.405706752,0.395992397,0.387939071,0.379853927,0.372531762,0.365887334,0.359272471,0.353503316,0.34782177,0.342700968,0.338053322,0.333381392,0.328528214,0.324012412,0.320139213,0.316810096,0.313782913,0.310796855,0.307739307,0.304567405,0.301310928,0.298009014,0.294776727,0.291782564,0.289152596,0.286567634,0.284299467,0.282046553,0.279809348,0.277598163,0.275492458,0.273402142,0.271413033,0.269440658,0.26758488,0.265760032
30,-4.5,0.43,0.43,0.43,0.43,0.43,0.413580589,0.402288885,0.394922155,0.386955253,0.379741928,0.373626614,0.367017041,0.361729552,0.355912484,0.351132967,0.346769382,0.341877549,0.336635083,0.33218195,0.32870079,0.325784299,0.323023436,0.32010569,0.316932302,0.313527602,0.309920853,0.306190136,0.302620014,0.299487109,0.296812295,0.294177171,0.291826604,0.289489977,0.287167882,0.284867813,0.282645841,0.280438981,0.278334376,0.276246541,0.274315809,0.272422628
40,-5,0.43,0.43,0.43,0.43,0.43,0.429631305,0.409082876,0.401480105,0.393132276,0.386123753,0.380506773,0.373920179,0.369098664,0.362906232,0.358864525,0.354704065,0.349132091,0.343431909,0.339494482,0.336826357,0.33446726,0.331911846,0.328949559,0.325528126,0.321719521,0.317505827,0.313115281,0.309157989,0.305967185,0.303267429,0.300597428,0.298127477,0.295670591,0.293227537,0.290801084,0.288408289,0.286031095,0.283772194,0.281531066,0.279529276,0.277578812
50,-5.5,0.43,0.43,0.43,0.43,0.43,0.43,0.423146431,0.408423978,0.400098591,0.391619566,0.38633613,0.380341238,0.37539851,0.36900423,0.366362697,0.36206725,0.355177,0.349221893,0.346376023,0.344781605,0.342982217,0.34059189,0.337588897,0.33384499,0.329262916,0.32391928,0.318580806,0.314299409,0.311205273,0.308476456,0.305762234,0.303100331,0.300451399,0.297816478,0.295191161,0.292533192,0.289892736,0.287421949,0.284971831,0.282918243,0.280942496
60,-6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.422762231,0.408764335,0.396938416,0.390960128,0.387695636,0.380352867,0.374684292,0.374348156,0.368690195,0.359533761,0.3541802,0.353488975,0.353301769,0.352026407,0.349726903,0.346587135,0.342172439,0.335997598,0.328774658,0.322361307,0.317970569,0.31507462,0.312238236,0.309398814,0.306424955,0.303465389,0.300521643,0.297579032,0.294509871,0.291462924,0.288712274,0.285988726,0.283948386,0.282034083
70,-6.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.428607993,0.405150973,0.393504279,0.397650837,0.383455553,0.380947726,0.383643331,0.373926343,0.361581295,0.358688502,0.361510407,0.363011093,0.362342118,0.360247332,0.356787104,0.35079341,0.341490545,0.331484944,0.324203117,0.319979251,0.317196961,0.314091658,0.310965948,0.307503107,0.304058788,0.300635427,0.29720353,0.293511449,0.289852275,0.286764592,0.283716795,0.281847492,0.280186777
80,-7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.396510791,0.413830094,0.38450998,0.387440952,0.395701186,0.379029347,0.362264621,0.363443214,0.370407186,0.374243536,0.375024145,0.373740157,0.369492088,0.359513646,0.344291426,0.330863845,0.323798332,0.320069842,0.317006958,0.313363944,0.309687517,0.305481606,0.301305292,0.297162766,0.293003374,0.288397214,0.28384851,0.280413322,0.27704118,0.275637375,0.274572986
90,-7.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.429783421,0.38227217,0.402450496,0.410378058,0.374892083,0.360142875,0.369425283,0.382402431,0.389558409,0.39242352,0.392208481,0.386029054,0.367247097,0.342284558,0.32619996,0.320878042,0.317219856,0.313125572,0.308685877,0.304203517,0.298953497,0.293760731,0.288632407,0.283488731,0.277655844,0.271935397,0.268301175,0.264765621,0.264325543,0.264414406
0,-3,0.43,0.43,0.43,0.414993411,0.401495231,0.390370517,0.379886384,0.370372324,0.361609397,0.35357706,0.346252654,0.339435886,0.333186522,0.327427218,0.322078126,0.317111254,0.31245996,0.308013289,0.303726958,0.299691496,0.295972786,0.29256608,0.289410042,0.286435118,0.28354359,0.280682154,0.277844337,0.275060064,0.27238931,0.269928534,0.267514198,0.265387132,0.26327835,0.261188067,0.259127856,0.257188684,0.255266463,0.253449952,0.251651184,0.24994124,0.248258227
10,-3,0.43,0.43,0.43,0.414993108,0.401495152,0.390370349,0.379886208,0.370372175,0.361609317,0.353577085,0.346252889,0.339435999,0.33318644,0.327427202,0.32207808,0.317111108,0.312459798,0.308013236,0.303726955,0.299691336,0.295972316,0.292565313,0.289409175,0.2864344,0.283543218,0.280682137,0.277844544,0.275060325,0.272389505,0.269928669,0.267514277,0.26538719,0.263278387,0.261188083,0.259127853,0.257188673,0.255266444,0.25344993,0.251651159,0.249941215,0.248258203
20,-3.5,0.43,0.43,0.43,0.426938256,0.4086093,0.398553686,0.388744031,0.379957542,0.371592503,0.363926489,0.356894424,0.350206138,0.344126747,0.338431032,0.33314804,0.328292883,0.323659075,0.319064007,0.314636044,0.310597517,0.306995181,0.303737601,0.300666073,0.297675937,0.294669919,0.291636439,0.288600585,0.285621948,0.282794717,0.280239698,0.277731245,0.275532747,0.273351006,0.271186359,0.269050304,0.26703254,0.265030858,0.263133212,0.261252725,0.259469871,0.257715066
30,-4,0.43,0.43,0.43,0.43,0.416655944,0.405704086,0.396003634,0.387933471,0.379858234,0.372522497,0.365879358,0.359279998,0.353520312,0.347835884,0.342698658,0.338050169,0.333390784,0.328545305,0.324020614,0.320131569,0.316791481,0.313762897,0.310783513,0.30773637,0.304570913,0.301314961,0.298010501,0.29477651,0.29178222,0.289152525,0.286567814,0.284299704,0.282046846,0.279809696,0.277598557,0.275492832,0.273402495,0.271413335,0.269440908,0.26758506,0.265760141
40,-4.5,0.43,0.43,0.43,0.43,0.43,0.41372304,0.402651367,0.394847989,0.386768816,0.379939892,0.373684288,0.367092346,0.361800487,0.355934648,0.351141994,0.346759854,0.341843465,0.336592786,0.332180773,0.328759893,0.325875554,0.323104845,0.320149337,0.316932245,0.313510039,0.309911183,0.306194159,0.302627298,0.29948919,0.296811419,0.294173592,0.291822824,0.289486,0.28716371,0.284863503,0.282641868,0.280435341,0.278331263,0.276243952,0.274313885,0.272421386
50,-5,0.43,0.43,0.43,0.43,0.43,0.429601721,0.408902127,0.401488799,0.393165098,0.386170061,0.380448218,0.37384492,0.36902804,0.36289975,0.35886992,0.35471128,0.349142051,0.343446807,0.339509487,0.336833718,0.334464619,0.331902326,0.328939171,0.325521067,0.32171405,0.317497917,0.313105019,0.309150301,0.305964885,0.303267351,0.300599385,0.298129568,0.295672813,0.293229888,0.290803527,0.288410504,0.286033082,0.283773801,0.281532294,0.27953,0.277579017
60,-5.5,0.43,0.43,0.43,0.43,0.43,0.43,0.422014409,0.408339161,0.400429008,0.391277288,0.386277335,0.380341914,0.375252074,0.369015705,0.366416295,0.36199714,0.355059757,0.349184989,0.346455431,0.344900949,0.343064787,0.340610543,0.337567202,0.333819545,0.329254713,0.323921855,0.318582007,0.314296474,0.311200431,0.308472099,0.305758358,0.303096907,0.300448424,0.297813949,0.29518906,0.2925314,0.289891249,0.287420726,0.284970868,0.282917548,0.280942068
70,-6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.422690819,0.408894988,0.39711231,0.390807011,0.387594669,0.380155598,0.374835833,0.374407875,0.368402601,0.359201756,0.354000103,0.35352834,0.353430982,0.35212895,0.349759996,0.346575775,0.342172796,0.336044809,0.328845625,0.322403184,0.31796607,0.315046841,0.312211416,0.309373081,0.306401667,0.303444536,0.300503211,0.297562998,0.294496184,0.291451556,0.288703828,0.285983176,0.283946491,0.282035936
80,-6.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.403890201,0.394259356,0.398079614,0.384110885,0.380288779,0.383589542,0.374753312,0.362177734,0.3585626,0.360918528,0.362545629,0.362173729,0.360297217,0.356891451,0.35080223,0.341416022,0.331412386,0.324197153,0.320022217,0.317243337,0.314128946,0.310994652,0.307528533,0.30408095,0.300654349,0.297219297,0.293524593,0.289862832,0.28677203,0.283721149,0.281848148,0.28018366
90,-7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.395307991,0.412817374,0.384035161,0.389642659,0.395154129,0.376400607,0.361971627,0.363536251,0.369917226,0.373804832,0.374836066,0.37374261,0.369554678,0.359489303,0.344200222,0.330806419,0.323829688,0.32013945,0.317061374,0.313405418,0.309716921,0.305508068,0.301328823,0.297183387,0.293021082,0.288411731,0.283859897,0.280420443,0.277044092,0.275635172,0.274565537
0,-2.5,0.43,0.43,0.423426564,0.406494725,0.392491742,0.380014206,0.368656067,0.358457913,0.349268266,0.340935268,0.333397672,0.326467089,0.320144763,0.314347853,0.308997458,0.304011898,0.299361034,0.294996773,0.290849685,0.286921437,0.283235336,0.279801008,0.276605941,0.273619986,0.270788079,0.268056617,0.265393995,0.262792349,0.260283285,0.257935987,0.255634036,0.253589587,0.251564829,0.249559859,0.247585644,0.245728987,0.243890149,0.242155916,0.240439981,0.238807868,0.237202201
10,-2.5,0.43,0.43,0.423426558,0.406494559,0.392491601,0.380014025,0.368655885,0.358457789,0.349268174,0.340935231,0.333397769,0.32646719,0.320144743,0.314347813,0.308997419,0.304011822,0.299360926,0.294996687,0.290849639,0.286921367,0.283235151,0.279800663,0.27660547,0.273619478,0.270787663,0.26805638,0.26539395,0.262792431,0.260283403,0.257936088,0.25563412,0.253589654,0.251564878,0.249559892,0.24758566,0.245728992,0.243890143,0.242155905,0.240439965,0.23880785,0.237202181
20,-3,0.43,0.43,0.43,0.414992441,0.401495225,0.390369712,0.379885786,0.370371667,0.361609274,0.353577005,0.346253229,0.339436619,0.33318623,0.327426161,0.322079984,0.317114459,0.31245828,0.308003527,0.30371591,0.299685643,0.295972866,0.292568592,0.289410138,0.286429746,0.283534143,0.280672494,0.277837326,0.27505573,0.272386625,0.269926705,0.267513173,0.265386489,0.263278082,0.261188168,0.259128302,0.257189322,0.25526729,0.253450827,0.251652104,0.249942104,0.248259019
30,-3.5,0.43,0.43,0.43,0.426945421,0.408615613,0.398550883,0.388748366,0.379954797,0.371595827,0.363921923,0.356887599,0.350208608,0.344135531,0.338441051,0.333149727,0.328290577,0.323661307,0.319073109,0.314644355,0.310598199,0.306987184,0.303724576,0.300653874,0.297669252,0.294669239,0.291638861,0.288602938,0.285623123,0.282794968,0.28023983,0.277731272,0.27553281,0.273351106,0.271186494,0.269050472,0.26703272,0.265031049,0.263133386,0.261252882,0.259469994,0.257715153
40,-4,0.43,0.43,0.43,0.43,0.416912935,0.405658288,0.396215076,0.387878487,0.379807284,0.372638184,0.365918974,0.359326155,0.353567883,0.347857178,0.342706459,0.338047645,0.33337417,0.328518628,0.32400759,0.320151205,0.316839996,0.313820775,0.310827919,0.307753014,0.304565747,0.301304597,0.298006644,0.294778184,0.291784237,0.28915301,0.286566877,0.284298359,0.282045099,0.279807552,0.277596067,0.275490388,0.273400098,0.271411195,0.269439028,0.267583558,0.265759031
