TIME,30cm,50cm,100cm,150cm,200cm,300cm,500cm,700cm,900cm
2024/1/15 05:30,17.82,2.36,3.731,0,0,0,20.63,23,29.97
2024/1/15 05:40,17.81,2.36,3.731,0,0,0,20.63,23,29.97
2024/1/15 05:50,17.81,2.359,3.729,0,0,0,20.63,23,29.97
2024/1/15 06:00,17.81,2.358,3.728,0,0,0,20.63,23,29.97
2024/1/15 06:10,17.81,2.358,3.727,0,0,0,20.63,23,29.97
2024/1/15 06:20,17.81,2.358,3.726,0,0,0,20.63,23,29.97
2024/1/15 06:30,17.81,2.357,3.726,0,0,0,20.63,23,29.97
2024/1/15 06:40,17.81,2.356,3.724,0,0,0,20.63,23,29.97
2024/1/15 06:50,17.8,2.356,3.724,0,0,0,20.63,22.99,29.97
2024/1/15 07:00,17.8,2.356,3.723,0,0,0,20.63,23,29.97
2024/1/15 07:10,17.8,2.356,3.721,0,0,0,20.63,22.99,29.97
2024/1/15 07:20,17.8,2.356,3.721,0,0,0,20.63,22.99,29.97
2024/1/15 07:30,17.8,2.356,3.719,0,0,0,20.63,22.99,29.97
2024/1/15 07:40,17.8,2.355,3.719,0,0,0,20.63,22.99,29.97
2024/1/15 07:50,17.8,2.353,3.718,0,0,0,20.63,22.99,29.97
2024/1/15 08:00,17.8,2.354,3.716,0,0,0,20.63,22.99,29.97
2024/1/15 08:10,17.8,2.355,3.716,0,0,0,20.63,22.99,29.96
2024/1/15 08:20,17.79,2.352,3.715,0,0,0,20.63,22.97,29.95
2024/1/15 08:30,17.75,2.347,3.701,0,0,0,20.51,22.86,29.87
2024/1/15 08:40,17.75,2.342,3.697,0,0,0,20.52,22.86,29.83
2024/1/15 08:50,17.73,2.341,3.697,0,0,0,20.58,22.9,29.93
2024/1/15 09:00,17.74,2.341,3.681,0,0,0,20.55,22.94,29.9
2024/1/15 09:10,17.76,2.339,3.688,0,0,0,20.59,22.94,29.89
2024/1/15 09:20,17.77,2.346,3.669,0,0,0,20.59,22.95,29.91
2024/1/15 09:30,17.77,2.342,3.688,0,0,0,20.61,22.97,29.9
2024/1/15 09:40,17.79,2.344,3.696,0,0,0,20.63,22.98,29.96
2024/1/15 09:50,17.8,2.356,3.716,0,0,0,20.63,22.99,29.97
2024/1/15 10:00,17.8,2.357,3.716,0,0,0,20.63,22.99,29.97
2024/1/15 10:10,17.77,2.35,3.705,0,0,0,20.61,22.99,29.97
2024/1/15 10:20,17.73,2.341,3.686,0,0,0,20.61,22.99,29.95
2024/1/15 10:30,17.75,2.339,3.699,0,0,0,20.62,22.98,29.95
2024/1/15 10:40,17.75,2.342,3.702,0,0,0,20.63,22.99,29.96
2024/1/15 10:50,17.74,2.345,3.697,0,0,0,20.63,22.99,29.96
2024/1/15 11:00,17.75,2.339,3.7,0,0,0,20.64,22.98,29.95
2024/1/15 11:10,17.75,2.342,3.701,0,0,0,20.59,22.98,29.95
2024/1/15 11:20,17.76,2.338,3.712,0,0,0,20.58,22.98,29.96
2024/1/15 11:30,17.79,2.332,3.705,0,0,0,20.61,22.97,29.95
2024/1/15 11:40,17.8,2.337,3.714,0,0,0,20.6,22.97,29.96
2024/1/15 11:50,17.8,2.343,3.705,0,0,0,20.6,22.98,29.95
2024/1/15 12:00,17.79,2.345,3.713,0,0,0,20.62,22.99,29.95
2024/1/15 12:10,17.8,2.345,3.72,0,0,0,20.61,22.99,29.95
2024/1/15 12:20,17.79,2.341,3.702,0,0,0,20.61,22.98,29.95
2024/1/15 12:30,17.82,2.342,3.72,0,0,0,20.62,22.99,29.92
2024/1/15 12:40,17.82,2.346,3.712,0,0,0,20.62,22.99,29.95
2024/1/15 12:50,17.8,2.345,3.717,0,0,0,20.61,22.99,29.95
2024/1/15 13:00,17.83,2.352,3.714,0,0,0,20.61,22.96,29.96
2024/1/15 13:10,17.84,2.352,3.721,0,0,0,20.61,22.97,29.94
2024/1/15 13:20,17.82,2.35,3.714,0,0,0,20.63,22.98,29.96
2024/1/15 13:30,17.82,2.354,3.719,0,0,0,20.62,22.97,29.95
2024/1/15 13:40,17.8,2.346,3.715,0,0,0,20.6,22.98,29.95
2024/1/15 13:50,17.83,2.349,3.722,0,0,0,20.63,22.97,29.94
2024/1/15 14:00,17.82,2.347,3.713,0,0,0,20.64,22.97,29.95
2024/1/15 14:10,17.8,2.348,3.71,0,0,0,20.64,22.97,29.94
2024/1/15 14:20,17.81,2.347,3.71,0,0,0,20.65,22.98,29.93
2024/1/15 14:30,17.83,2.348,3.711,0,0,0,20.64,22.98,29.94
2024/1/15 14:40,17.81,2.341,3.724,0,0,0,20.57,22.94,29.93
2024/1/15 14:50,17.83,2.343,3.717,0,0,0,20.56,22.92,29.91
2024/1/15 15:00,17.81,2.346,3.72,0,0,0,20.58,22.91,29.91
2024/1/15 15:10,17.79,2.338,3.705,0,0,0,20.58,22.95,29.9
2024/1/15 15:20,17.8,2.345,3.713,0,0,0,20.61,22.93,29.87
2024/1/15 15:30,17.8,2.35,3.713,0,0,0,20.61,22.9,29.89
2024/1/15 15:40,17.79,2.349,3.725,0,0,0,20.61,22.95,29.93
2024/1/15 15:50,17.78,2.343,3.716,0,0,0,20.61,22.92,29.88
2024/1/15 16:00,17.8,2.351,3.727,0,0,0,20.64,22.99,29.96
2024/1/15 16:10,17.81,2.35,3.725,0,0,0,20.64,22.99,29.96
2024/1/15 16:20,17.81,2.351,3.724,0,0,0,20.64,22.99,29.96
2024/1/15 16:30,17.8,2.349,3.723,0,0,0,20.64,22.99,29.96
2024/1/15 16:40,17.8,2.348,3.721,0,0,0,20.64,22.99,29.96
2024/1/15 16:50,17.8,2.347,3.719,0,0,0,20.64,22.98,29.96
2024/1/15 17:00,17.79,2.346,3.717,0,0,0,20.64,22.99,29.96
2024/1/15 17:10,17.79,2.346,3.716,0,0,0,20.64,22.99,29.96
2024/1/15 17:20,17.79,2.345,3.714,0,0,0,20.64,22.99,29.96
2024/1/15 17:30,17.79,2.344,3.713,0,0,0,20.64,22.98,29.96
2024/1/15 17:40,17.79,2.344,3.712,0,0,0,20.64,22.98,29.96
2024/1/15 17:50,17.79,2.343,3.71,0,0,0,20.63,22.98,29.96
2024/1/15 18:00,17.79,2.342,3.709,0,0,0,20.63,22.98,29.96
2024/1/15 18:10,17.8,2.342,3.708,0,0,0,20.63,22.98,29.96
2024/1/15 18:20,17.8,2.342,3.707,0,0,0,20.63,22.99,29.96
2024/1/15 18:30,17.8,2.342,3.705,0,0,0,20.63,22.99,29.96
2024/1/15 18:40,17.8,2.342,3.705,0,0,0,20.63,22.99,29.96
2024/1/15 18:50,17.8,2.342,3.705,0,0,0,20.63,22.98,29.96
2024/1/15 19:00,17.81,2.342,3.704,0,0,0,20.63,22.98,29.96
2024/1/15 19:10,17.81,2.342,3.703,0,0,0,20.63,22.98,29.96
2024/1/15 19:20,17.81,2.342,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 19:30,17.81,2.342,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 19:40,17.81,2.342,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 19:50,17.81,2.342,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 20:00,17.81,2.342,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 20:10,17.81,2.342,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 20:20,17.81,2.342,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 20:30,17.81,2.343,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 20:40,17.81,2.343,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 20:50,17.81,2.344,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 21:00,17.82,2.344,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 21:10,17.82,2.344,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 21:20,17.82,2.345,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 21:30,17.82,2.345,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 21:40,17.82,2.346,3.7,0,0,0,20.63,22.98,29.96
2024/1/15 21:50,17.82,2.346,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 22:00,17.82,2.346,3.701,0,0,0,20.63,22.98,29.96
2024/1/15 22:10,17.82,2.346,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 22:20,17.82,2.346,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 22:30,17.82,2.346,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 22:40,17.82,2.347,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 22:50,17.82,2.347,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:00,17.82,2.347,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:10,17.82,2.348,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:20,17.82,2.348,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:30,17.82,2.349,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:40,17.82,2.349,3.702,0,0,0,20.63,22.98,29.96
2024/1/15 23:50,17.82,2.349,3.702,0,0,0,20.63,22.98,29.96
2024/1/16 00:00,17.82,2.349,3.702,0,0,0,20.63,22.98,29.96
2024/1/16 00:10,17.82,2.349,3.703,0,0,0,20.63,22.98,29.96
2024/1/16 00:20,17.82,2.349,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 00:30,17.82,2.349,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 00:40,17.82,2.351,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 00:50,17.82,2.351,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 01:00,17.82,2.351,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 01:10,17.82,2.351,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 01:20,17.82,2.351,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 01:30,17.82,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 01:40,17.82,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 01:50,17.82,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 02:00,17.82,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 02:10,17.82,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 02:20,17.81,2.352,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 02:30,17.81,2.352,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 02:40,17.82,2.353,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 02:50,17.82,2.353,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 03:00,17.81,2.353,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 03:10,17.81,2.353,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 03:20,17.81,2.353,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 03:30,17.82,2.353,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 03:40,17.82,2.353,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 03:50,17.82,2.354,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:00,17.82,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:10,17.82,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:20,17.82,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:30,17.82,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:40,17.81,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 04:50,17.81,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 05:00,17.81,2.355,3.705,0,0,0,20.63,22.98,29.96
2024/1/16 05:10,17.81,2.355,3.704,0,0,0,20.63,22.98,29.96
2024/1/16 05:20,17.81,2.355,3.703,0,0,0,20.63,22.98,29.96
2024/1/16 05:30,17.8,2.354,3.702,0,0,0,20.63,22.98,29.96
2024/1/16 05:40,17.8,2.353,3.702,0,0,0,20.63,22.98,29.96
2024/1/16 05:50,17.79,2.353,3.7,0,0,0,20.63,22.98,29.96
2024/1/16 06:00,17.79,2.352,3.7,0,0,0,20.63,22.98,29.95
2024/1/16 06:10,17.78,2.352,3.699,0,0,0,20.63,22.98,29.96
2024/1/16 06:20,17.78,2.351,3.697,0,0,0,20.63,22.98,29.95
2024/1/16 06:30,17.78,2.35,3.697,0,0,0,20.63,22.98,29.96
2024/1/16 06:40,17.77,2.349,3.695,0,0,0,20.63,22.98,29.95
2024/1/16 06:50,17.77,2.349,3.695,0,0,0,20.62,22.98,29.95
2024/1/16 07:00,17.77,2.348,3.693,0,0,0,20.62,22.98,29.95
2024/1/16 07:10,17.77,2.349,3.693,0,0,0,20.62,22.98,29.95
2024/1/16 07:20,17.77,2.348,3.692,0,0,0,20.62,22.98,29.95
2024/1/16 07:30,17.77,2.348,3.691,0,0,0,20.62,22.98,29.95
2024/1/16 07:40,17.77,2.348,3.691,0,0,0,20.62,22.98,29.95
2024/1/16 07:50,17.77,2.348,3.69,0,0,0,20.62,22.98,29.95
2024/1/16 08:00,17.77,2.347,3.69,0,0,0,20.62,22.98,29.95
2024/1/16 08:10,17.77,2.348,3.689,0,0,0,20.62,22.98,29.95
2024/1/16 08:20,17.77,2.346,3.685,0,0,0,20.62,22.98,29.94
2024/1/16 08:30,17.76,2.346,3.686,0,0,0,20.62,22.96,29.94
2024/1/16 08:40,17.75,2.341,3.677,0,0,0,20.53,22.86,29.88
2024/1/16 08:50,17.71,2.341,3.664,0,0,0,20.48,22.86,29.87
2024/1/16 09:00,17.66,2.342,3.675,0,0,0,20.51,22.88,29.89
2024/1/16 09:10,17.73,2.331,3.67,0,0,0,20.52,22.89,29.9
2024/1/16 09:20,17.72,2.329,3.665,0,0,0,20.57,22.93,29.84
2024/1/16 09:30,17.74,2.332,3.667,0,0,0,20.58,22.88,29.88
2024/1/16 09:40,17.72,2.334,3.672,0,0,0,20.6,22.91,29.9
2024/1/16 09:50,17.76,2.348,3.685,0,0,0,20.62,22.98,29.95
2024/1/16 10:00,17.76,2.349,3.686,0,0,0,20.62,22.98,29.95
2024/1/16 10:10,17.72,2.334,3.668,0,0,0,20.62,22.98,29.94
2024/1/16 10:20,17.72,2.335,3.675,0,0,0,20.62,22.97,29.94
2024/1/16 10:30,17.68,2.328,3.669,0,0,0,20.62,22.96,29.94
2024/1/16 10:40,17.69,2.336,3.678,0,0,0,20.61,22.95,29.94
2024/1/16 10:50,17.72,2.336,3.657,0,0,0,20.59,22.96,29.94
2024/1/16 11:00,17.7,2.327,3.677,0,0,0,20.61,22.97,29.94
2024/1/16 11:10,17.74,2.335,3.68,0,0,0,20.59,22.96,29.94
2024/1/16 11:20,17.72,2.332,3.673,0,0,0,20.6,22.96,29.95
2024/1/16 11:30,17.74,2.332,3.683,0,0,0,20.59,22.97,29.94
2024/1/16 11:40,17.72,2.331,3.669,0,0,0,20.6,22.96,29.93
2024/1/16 11:50,17.72,2.324,3.676,0,0,0,20.58,22.95,29.94
2024/1/16 12:00,17.74,2.335,3.678,0,0,0,20.59,22.96,29.93
2024/1/16 12:10,17.75,2.334,3.684,0,0,0,20.6,22.96,29.93
2024/1/16 12:20,17.77,2.329,3.675,0,0,0,20.61,22.96,29.94
2024/1/16 12:30,17.78,2.337,3.694,0,0,0,20.6,22.95,29.95
2024/1/16 12:40,17.76,2.341,3.69,0,0,0,20.59,22.97,29.94
2024/1/16 12:50,17.76,2.339,3.687,0,0,0,20.61,22.96,29.94
2024/1/16 13:00,17.77,2.345,3.683,0,0,0,20.6,22.97,29.95
2024/1/16 13:10,17.78,2.336,3.681,0,0,0,20.6,22.94,29.93
2024/1/16 13:20,17.77,2.337,3.689,0,0,0,20.6,22.96,29.93
2024/1/16 13:30,17.77,2.332,3.695,0,0,0,20.6,22.95,29.91
2024/1/16 13:40,17.79,2.338,3.683,0,0,0,20.61,22.96,29.94
2024/1/16 13:50,17.78,2.337,3.69,0,0,0,20.62,22.97,29.93
2024/1/16 14:00,17.77,2.34,3.681,0,0,0,20.59,22.96,29.94
2024/1/16 14:10,17.76,2.331,3.694,0,0,0,20.61,22.97,29.9
2024/1/16 14:20,17.78,2.334,3.691,0,0,0,20.59,22.94,29.94
2024/1/16 14:30,17.74,2.333,3.684,0,0,0,20.61,22.93,29.93
2024/1/16 14:40,17.78,2.332,3.683,0,0,0,20.59,22.94,29.92
2024/1/16 14:50,17.78,2.332,3.684,0,0,0,20.55,22.92,29.88
2024/1/16 15:00,17.78,2.337,3.693,0,0,0,20.6,22.91,29.84
2024/1/16 15:10,17.79,2.34,3.678,0,0,0,20.58,22.93,29.9
2024/1/16 15:20,17.77,2.345,3.682,0,0,0,20.61,22.92,29.88
2024/1/16 15:30,17.8,2.347,3.688,0,0,0,20.59,22.9,29.9
2024/1/16 15:40,17.79,2.348,3.696,0,0,0,20.6,22.93,29.87
2024/1/16 15:50,17.79,2.343,3.687,0,0,0,20.62,22.9,29.91
2024/1/16 16:00,17.79,2.35,3.69,0,0,0,20.59,22.93,29.93
2024/1/16 16:10,17.8,2.351,3.7,0,0,0,20.64,22.97,29.95
2024/1/16 16:20,17.81,2.35,3.7,0,0,0,20.64,22.97,29.95
2024/1/16 16:30,17.8,2.349,3.699,0,0,0,20.64,22.97,29.95
2024/1/16 16:40,17.8,2.349,3.698,0,0,0,20.64,22.97,29.95
2024/1/16 16:50,17.8,2.347,3.697,0,0,0,20.64,22.97,29.95
2024/1/16 17:00,17.8,2.347,3.697,0,0,0,20.64,22.97,29.95
2024/1/16 17:10,17.8,2.346,3.695,0,0,0,20.64,22.97,29.95
2024/1/16 17:20,17.8,2.346,3.695,0,0,0,20.64,22.97,29.95
2024/1/16 17:30,17.79,2.344,3.693,0,0,0,20.64,22.97,29.95
2024/1/16 17:40,17.79,2.344,3.693,0,0,0,20.64,22.97,29.95
2024/1/16 17:50,17.79,2.343,3.692,0,0,0,20.63,22.97,29.95
2024/1/16 18:00,17.79,2.342,3.69,0,0,0,20.63,22.97,29.95
2024/1/16 18:10,17.79,2.342,3.689,0,0,0,20.63,22.97,29.95
2024/1/16 18:20,17.79,2.341,3.688,0,0,0,20.63,22.97,29.95
2024/1/16 18:30,17.79,2.34,3.687,0,0,0,20.63,22.97,29.95
2024/1/16 18:40,17.79,2.34,3.686,0,0,0,20.63,22.97,29.95
2024/1/16 18:50,17.79,2.34,3.685,0,0,0,20.63,22.97,29.95
2024/1/16 19:00,17.79,2.339,3.684,0,0,0,20.63,22.97,29.95
2024/1/16 19:10,17.8,2.339,3.683,0,0,0,20.63,22.97,29.95
2024/1/16 19:20,17.8,2.34,3.683,0,0,0,20.63,22.97,29.95
2024/1/16 19:30,17.8,2.34,3.681,0,0,0,20.63,22.97,29.95
2024/1/16 19:40,17.79,2.339,3.681,0,0,0,20.63,22.97,29.95
2024/1/16 19:50,17.79,2.339,3.681,0,0,0,20.62,22.97,29.95
2024/1/16 20:00,17.79,2.339,3.68,0,0,0,20.62,22.97,29.95
2024/1/16 20:10,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 20:20,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 20:30,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 20:40,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 20:50,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 21:00,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 21:10,17.79,2.34,3.678,0,0,0,20.62,22.97,29.95
2024/1/16 21:20,17.79,2.34,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 21:30,17.8,2.34,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 21:40,17.8,2.34,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 21:50,17.8,2.34,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 22:00,17.8,2.34,3.676,0,0,0,20.62,22.97,29.95
2024/1/16 22:10,17.8,2.34,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 22:20,17.8,2.341,3.677,0,0,0,20.62,22.97,29.95
2024/1/16 22:30,17.81,2.342,3.678,0,0,0,20.62,22.96,29.95
2024/1/16 22:40,17.81,2.342,3.679,0,0,0,20.62,22.97,29.95
2024/1/16 22:50,17.81,2.342,3.68,0,0,0,20.62,22.97,29.95
2024/1/16 23:00,17.81,2.343,3.68,0,0,0,20.62,22.97,29.95
2024/1/16 23:10,17.81,2.343,3.68,0,0,0,20.62,22.97,29.95
2024/1/16 23:20,17.81,2.343,3.68,0,0,0,20.63,22.96,29.95
2024/1/16 23:30,17.81,2.344,3.681,0,0,0,20.63,22.96,29.95
2024/1/16 23:40,17.81,2.344,3.681,0,0,0,20.63,22.96,29.95
2024/1/16 23:50,17.81,2.344,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:00,17.81,2.345,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:10,17.81,2.345,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:20,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:30,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:40,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 00:50,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 01:00,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 01:10,17.81,2.346,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 01:20,17.81,2.346,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 01:30,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 01:40,17.81,2.346,3.681,0,0,0,20.63,22.96,29.95
2024/1/17 01:50,17.81,2.347,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 02:00,17.82,2.347,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 02:10,17.81,2.347,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 02:20,17.81,2.347,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 02:30,17.81,2.347,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 02:40,17.81,2.348,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 02:50,17.81,2.349,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 03:00,17.82,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 03:10,17.82,2.349,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 03:20,17.82,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 03:30,17.82,2.349,3.683,0,0,0,20.63,22.96,29.94
2024/1/17 03:40,17.82,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 03:50,17.81,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 04:00,17.8,2.349,3.683,0,0,0,20.63,22.96,29.94
2024/1/17 04:10,17.8,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 04:20,17.8,2.349,3.682,0,0,0,20.63,22.96,29.94
2024/1/17 04:30,17.8,2.35,3.683,0,0,0,20.63,22.96,29.94
2024/1/17 04:40,17.8,2.35,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 04:50,17.79,2.349,3.681,0,0,0,20.63,22.96,29.94
2024/1/17 05:00,17.79,2.349,3.68,0,0,0,20.63,22.96,29.94
2024/1/17 05:10,17.79,2.349,3.68,0,0,0,20.63,22.96,29.94
2024/1/17 05:20,17.79,2.349,3.678,0,0,0,20.63,22.96,29.94
2024/1/17 05:30,17.78,2.349,3.678,0,0,0,20.63,22.96,29.94
2024/1/17 05:40,17.78,2.348,3.676,0,0,0,20.63,22.96,29.94
2024/1/17 05:50,17.78,2.347,3.676,0,0,0,20.63,22.96,29.94
2024/1/17 06:00,17.77,2.346,3.675,0,0,0,20.63,22.96,29.94
2024/1/17 06:10,17.77,2.346,3.674,0,0,0,20.63,22.96,29.94
2024/1/17 06:20,17.77,2.346,3.674,0,0,0,20.63,22.96,29.94
2024/1/17 06:30,17.76,2.346,3.673,0,0,0,20.63,22.96,29.94
2024/1/17 06:40,17.76,2.345,3.671,0,0,0,20.63,22.96,29.94
2024/1/17 06:50,17.76,2.345,3.671,0,0,0,20.63,22.96,29.94
2024/1/17 07:00,17.76,2.346,3.67,0,0,0,20.63,22.96,29.94
2024/1/17 07:10,17.76,2.344,3.669,0,0,0,20.63,22.96,29.94
2024/1/17 07:20,17.76,2.345,3.669,0,0,0,20.63,22.96,29.94
2024/1/17 07:30,17.76,2.346,3.668,0,0,0,20.63,22.96,29.94
2024/1/17 07:40,17.76,2.346,3.668,0,0,0,20.63,22.96,29.94
2024/1/17 07:50,17.76,2.345,3.668,0,0,0,20.63,22.96,29.94
2024/1/17 08:00,17.77,2.343,3.668,0,0,0,20.63,22.96,29.94
2024/1/17 08:10,17.77,2.345,3.667,0,0,0,20.63,22.96,29.94
2024/1/17 08:20,17.75,2.344,3.665,0,0,0,20.63,22.96,29.94
2024/1/17 08:30,17.75,2.342,3.655,0,0,0,20.6,22.85,29.87
2024/1/17 08:40,17.73,2.341,3.651,0,0,0,20.51,22.76,29.84
2024/1/17 08:50,17.7,2.342,3.646,0,0,0,20.51,22.91,29.91
2024/1/17 09:00,17.7,2.33,3.638,0,0,0,20.55,22.9,29.84
2024/1/17 09:10,17.71,2.33,3.641,0,0,0,20.59,22.89,29.9
2024/1/17 09:20,17.72,2.334,3.651,0,0,0,20.58,22.92,29.89
2024/1/17 09:30,17.72,2.33,3.639,0,0,0,20.6,22.93,29.88
2024/1/17 09:40,17.75,2.333,3.647,0,0,0,20.62,22.93,29.92
2024/1/17 09:50,17.76,2.346,3.666,0,0,0,20.63,22.96,29.94
2024/1/17 10:00,17.76,2.346,3.666,0,0,0,20.63,22.96,29.94
2024/1/17 10:10,17.72,2.339,3.651,0,0,0,20.63,22.96,29.93
2024/1/17 10:20,17.69,2.329,3.646,0,0,0,20.61,22.95,29.92
2024/1/17 10:30,17.69,2.33,3.642,0,0,0,20.61,22.94,29.93
2024/1/17 10:40,17.7,2.324,3.65,0,0,0,20.6,22.95,29.94
2024/1/17 10:50,17.69,2.32,3.659,0,0,0,20.59,22.95,29.93
2024/1/17 11:00,17.71,2.328,3.652,0,0,0,20.58,22.95,29.92
2024/1/17 11:10,17.71,2.331,3.65,0,0,0,20.61,22.93,29.91
2024/1/17 11:20,17.75,2.322,3.655,0,0,0,20.6,22.94,29.93
2024/1/17 11:30,17.72,2.336,3.656,0,0,0,20.6,22.94,29.92
2024/1/17 11:40,17.73,2.334,3.658,0,0,0,20.61,22.95,29.92
2024/1/17 11:50,17.74,2.332,3.664,0,0,0,20.6,22.93,29.92
2024/1/17 12:00,17.74,2.337,3.655,0,0,0,20.6,22.95,29.92
2024/1/17 12:10,17.75,2.324,3.654,0,0,0,20.6,22.95,29.91
2024/1/17 12:20,17.76,2.332,3.652,0,0,0,20.61,22.96,29.93
2024/1/17 12:30,17.76,2.342,3.652,0,0,0,20.63,22.95,29.93
2024/1/17 12:40,17.77,2.333,3.661,0,0,0,20.61,22.94,29.92
2024/1/17 12:50,17.76,2.345,3.668,0,0,0,20.6,22.94,29.92
2024/1/17 13:00,17.76,2.337,3.656,0,0,0,20.6,22.96,29.93
2024/1/17 13:10,17.79,2.338,3.665,0,0,0,20.6,22.94,29.91
2024/1/17 13:20,17.8,2.333,3.656,0,0,0,20.62,22.94,29.91
2024/1/17 13:30,17.77,2.337,3.655,0,0,0,20.62,22.96,29.9
2024/1/17 13:40,17.77,2.348,3.656,0,0,0,20.63,22.96,29.94
2024/1/17 13:50,17.79,2.335,3.659,0,0,0,20.64,22.96,29.94
2024/1/17 14:00,17.77,2.333,3.664,0,0,0,20.64,22.94,29.92
